product_id;product_name;category;series;capacity_m3h;head_m;power_kw;material;application_industry;price_idr;stock;rating;warranty_months
WL-0569;Wilo-VeroTwin-DP 600/130-75;End Suction;VeroTwin-DP;600;130;75;Cast Iron;Manufacturing;158300000;20;4,2;12
WL-0570;Wilo-VeroTwin-DP 235/130-37;End Suction;VeroTwin-DP;235;130;37;Cast Iron;Manufacturing;84800000;22;4,6;12
WL-0571;Wilo-VeroTwin-DP 600/90-90;End Suction;VeroTwin-DP;600;90;90;Bronze Fitted;Manufacturing;242400000;2;4,1;6
WL-0572;Wilo-Widos 600/115-90;Dosing Pump;Widos;600;115;90;Bronze Fitted;Chemical Processing;121200000;23;4,6;24
WL-0573;Wilo-Widos 600/50-90;Dosing Pump;Widos;600;50;90;Stainless Steel 316L;Pharmaceutical;153300000;25;4,1;12
WL-0574;Wilo-Widos 600/100-90;Dosing Pump;Widos;600;100;90;Stainless Steel 316L;Pharmaceutical;129700000;30;4,3;12
WL-0575;Wilo-Widos 595/85-90;Dosing Pump;Widos;595;85;90;Bronze Fitted;Pharmaceutical;116000000;30;4;24
WL-0576;Wilo-Widos 530/55-75;Dosing Pump;Widos;530;55;75;Bronze Fitted;Pharmaceutical;98500000;7;4,2;18
WL-0577;Wilo-Widos 600/85-90;Dosing Pump;Widos;600;85;90;Bronze Fitted;Chemical Processing;121600000;21;4,5;6
WL-0578;Wilo-Makro TZ 550/160-75;Dosing Pump;Makro TZ;550;160;75;Stainless Steel 316L;Pharmaceutical;116600000;19;4;12
WL-0579;Wilo-Makro TZ 485/20-75;Dosing Pump;Makro TZ;485;20;75;Stainless Steel 316L;Food & Beverage;107400000;14;4,4;12
WL-0580;Wilo-Makro TZ 600/115-90;Dosing Pump;Makro TZ;600;115;90;Stainless Steel 316L;Chemical Processing;133100000;26;4,2;24
WL-0581;Wilo-Makro TZ 600/45-90;Dosing Pump;Makro TZ;600;45;90;Stainless Steel 316L;Pharmaceutical;147600000;28;3,7;18
WL-0582;Wilo-Makro TZ 600/35-90;Dosing Pump;Makro TZ;600;35;90;Stainless Steel 316L;Food & Beverage;142100000;10;4,3;6
WL-0583;Wilo-Makro TZ 600/15-90;Dosing Pump;Makro TZ;600;15;90;Bronze Fitted;Chemical Processing;119000000;15;4;24
WL-0584;Wilo-Iwaki 345/15-55;Dosing Pump;Iwaki;345;15;55;Stainless Steel 316L;Pharmaceutical;85700000;15;4,9;18
WL-0585;Wilo-Iwaki 600/120-90;Dosing Pump;Iwaki;600;120;90;Stainless Steel 316L;Food & Beverage;153000000;11;3,6;12
WL-0586;Wilo-Iwaki 345/70-55;Dosing Pump;Iwaki;345;70;55;Bronze Fitted;Pharmaceutical;77200000;9;4,3;12
WL-0587;Wilo-Iwaki 600/95-90;Dosing Pump;Iwaki;600;95;90;Stainless Steel 316L;Pharmaceutical;139200000;11;4,2;18
WL-0588;Wilo-Iwaki 590/15-90;Dosing Pump;Iwaki;590;15;90;Stainless Steel 316L;Food & Beverage;128600000;20;4,4;24
WL-0589;Wilo-Iwaki 600/195-110;Dosing Pump;Iwaki;600;195;110;Bronze Fitted;Pharmaceutical;143800000;11;4,2;6
